CustomerID,recency,frequency,monetary,first_purchase,last_purchase,country,n_unique_products,avg_order_value,tenure_days,purchase_rate,clv,R_score,F_score,M_score,RFM_score,segment,churned
12394,64,2,1272.48,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,26,636.24,217,0.2764976958525346,2111.03,3,2,4,9,Potential Loyalists,0
12395,19,12,3018.63,2010-12-03 16:35:00,2011-11-20 15:21:00,Belgium,91,251.5525,371,0.9703504043126684,2929.13,4,5,5,14,Champions,0
12397,36,2,2409.9,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,110,1204.95,135,0.4444444444444444,6426.4,3,2,5,10,Loyal Customers,0
12398,46,1,1635.6599999999999,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,85,1635.6599999999999,46,0.6521739130434783,12800.82,3,1,4,8,Potential Loyalists,0
12399,119,4,1108.65,2011-03-23 09:42:00,2011-08-12 13:15:00,Belgium,47,277.1625,262,0.45801526717557256,1523.34,2,4,4,10,Loyal Customers,1
12401,303,1,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,5,84.3,303,0.09900990099009901,100.16,1,1,1,3,Lost,1
12402,323,1,225.6,2011-01-20 13:49:00,2011-01-20 13:49:00,Belgium,11,225.6,323,0.09287925696594426,251.44,1,1,1,3,Lost,1
12403,50,1,427.7,2011-10-21 10:51:00,2011-10-21 10:51:00,Denmark,5,427.7,50,0.6,3079.44,3,1,2,6,At Risk,0
12405,149,1,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,54,1710.39,149,0.20134228187919462,4132.49,2,1,4,7,Potential Loyalists,1
12406,22,2,3415.3,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,92,1707.65,184,0.32608695652173914,6682.11,4,2,5,11,Loyal Customers,0
12407,50,5,1708.1200000000001,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,57,341.624,264,0.5681818181818181,2329.25,3,4,4,11,Loyal Customers,0
12408,33,5,2888.55,2011-03-24 14:46:00,2011-11-07 12:27:00,Belgium,81,577.71,260,0.576923076923077,3999.53,4,4,5,13,Champions,0
12409,79,3,11072.67,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,91,3690.89,183,0.49180327868852464,21782.3,2,3,5,10,Loyal Customers,0
12410,309,2,693.3299999999999,2011-02-04 10:38:00,2011-02-04 10:39:00,Switzerland,26,346.66499999999996,309,0.1941747572815534,807.76,1,2,3,6,At Risk,1
12412,75,3,1226.88,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,43,408.96000000000004,169,0.5325443786982248,2613.47,2,3,4,9,Potential Loyalists,0
12413,67,3,758.1,2011-01-06 16:12:00,2011-10-04 09:00:00,France,29,252.70000000000002,337,0.26706231454005935,809.84,3,3,3,9,Potential Loyalists,0
12414,217,3,562.41,2011-02-02 14:51:00,2011-05-06 14:51:00,Austria,16,187.47,310,0.29032258064516125,653.12,1,3,3,7,Potential Loyalists,1
12415,24,21,124914.53,2011-01-06 11:12:00,2011-11-15 14:22:00,Australia,444,5948.310952380953,338,1.863905325443787,133045.06,4,5,5,14,Champions,0
12417,3,9,3649.1,2010-12-17 11:51:00,2011-12-06 14:52:00,Belgium,158,405.4555555555555,358,0.7541899441340782,3669.49,5,5,5,15,Champions,0
12418,113,1,668.58,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,34,668.58,113,0.26548672566371684,2129.99,2,1,3,6,At Risk,1
12420,64,1,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,29,600.39,64,0.46875,3377.19,3,1,3,7,Potential Loyalists,0
12421,16,4,807.04,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,32,201.76,319,0.3761755485893417,910.77,4,4,3,11,Loyal Customers,0
12422,96,3,803.5600000000001,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,39,267.85333333333335,325,0.2769230769230769,890.1,2,3,3,8,Potential Loyalists,1
12423,1,8,1859.31,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,97,232.41375,354,0.6779661016949152,1890.82,5,5,4,14,Champions,0
12424,163,2,1760.96,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,30,880.48,163,0.36809815950920244,3889.24,2,2,4,8,Potential Loyalists,1
12425,78,1,777.2,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,36,777.2,78,0.3846153846153846,3587.08,2,1,3,6,At Risk,0
12426,195,1,582.73,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,30,582.73,195,0.15384615384615385,1075.81,1,1,3,5,At Risk,1
12427,22,3,825.8,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,26,275.26666666666665,372,0.24193548387096772,799.16,4,3,3,10,Loyal Customers,0
12428,26,9,7956.46,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,258,884.0511111111111,284,0.9507042253521126,10085.65,4,5,5,14,Champions,0
12429,9,4,3750.4,2010-12-09 12:05:00,2011-11-30 17:22:00,Denmark,82,937.6,366,0.3278688524590164,3688.92,5,4,5,14,Champions,0
12430,43,1,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,11,256.4,43,0.6976744186046512,2146.6,3,1,2,6,At Risk,0
12431,36,15,6487.45,2010-12-01 10:03:00,2011-11-04 11:55:00,Australia,163,432.49666666666667,374,1.2032085561497325,6244.6,3,5,5,13,Champions,0
12432,43,5,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,107,1011.8639999999999,172,0.872093023255814,10589.27,3,4,5,12,Loyal Customers,0
12433,1,7,13375.87,2010-12-01 13:24:00,2011-12-09 10:02:00,Norway,219,1910.8385714285716,373,0.5630026809651475,12909.69,5,5,5,15,Champions,0
12434,85,2,806.14,2011-03-24 13:05:00,2011-09-16 12:38:00,Australia,46,403.07,260,0.23076923076923078,1116.19,2,2,3,7,Potential Loyalists,0
12435,80,2,7829.89,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,31,3914.945,268,0.22388059701492538,10517.76,2,2,5,9,Potential Loyalists,0
12436,100,1,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,16,509.01,100,0.3,1832.44,2,1,3,6,At Risk,1
12437,2,18,4951.41,2011-01-12 14:13:00,2011-12-08 11:35:00,France,118,275.0783333333333,331,1.6314199395770392,5385.22,5,5,5,15,Champions,0
12438,14,2,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,84,1453.425,140,0.42857142857142855,7474.76,4,2,5,11,Loyal Customers,0
12441,367,1,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,France,11,173.55,367,0.08174386920980926,170.24,1,1,1,3,Lost,1
12442,3,1,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,12,172.06,3,1.0,2064.72,5,1,1,7,Potential Loyalists,0
12444,21,5,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,138,1001.092,171,0.8771929824561403,10537.81,4,4,5,13,Champions,0
12445,22,1,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,Spain,4,133.4,22,1.0,1600.8,4,1,1,6,At Risk,0
12446,58,1,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,57,1002.3100000000001,58,0.5172413793103449,6221.23,3,1,4,8,Potential Loyalists,0
12447,243,1,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,26,476.49,243,0.1234567901234568,705.91,1,1,2,4,Lost,1
12448,44,1,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,22,449.45,44,0.6818181818181819,3677.32,3,1,2,6,At Risk,0
12449,22,4,4067.29,2011-06-05 15:37:00,2011-11-17 13:46:00,Belgium,118,1016.8225,187,0.6417112299465241,7830.08,4,4,5,13,Champions,0
12450,156,2,197.88,2011-06-19 14:36:00,2011-07-06 14:41:00,Spain,7,98.94,173,0.3468208092485549,411.77,2,2,1,5,At Risk,1
12451,11,5,9035.52,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,265,1807.104,325,0.4615384615384615,10008.58,5,4,5,14,Champions,0
12452,17,2,430.57,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,21,215.285,17,2.0,5166.84,4,2,2,8,Potential Loyalists,0
12453,134,1,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,43,707.09,134,0.22388059701492538,1899.64,2,1,3,6,At Risk,1
12454,56,1,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,Spain,15,3528.34,56,0.5357142857142857,22682.19,3,1,5,9,Potential Loyalists,0
12455,73,6,2466.86,2011-02-16 09:56:00,2011-09-27 15:31:00,Cyprus,85,411.1433333333334,297,0.6060606060606061,2990.13,2,4,5,11,Loyal Customers,0
12456,44,3,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,105,1060.3466666666666,255,0.35294117647058826,4490.88,3,3,5,11,Loyal Customers,0
12457,66,7,2363.23,2011-04-14 18:57:00,2011-10-04 13:13:00,Switzerland,53,337.6042857142857,239,0.8786610878661087,3559.68,3,5,5,13,Champions,0
12458,71,2,947.4,2011-02-28 10:55:00,2011-09-29 15:25:00,Switzerland,35,473.7,285,0.21052631578947367,1196.72,3,2,4,9,Potential Loyalists,0
12461,94,2,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,35,413.44,155,0.3870967741935484,1920.5,2,2,3,7,Potential Loyalists,1
12462,19,2,1189.59,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,51,594.795,303,0.19801980198019803,1413.37,4,2,4,10,Loyal Customers,0
12463,53,4,1344.78,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,65,336.195,242,0.49586776859504134,2000.5,3,4,4,11,Loyal Customers,0
12464,10,8,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,6,151.50625,309,0.7766990291262136,1412.1,5,5,4,14,Champions,0
12465,17,2,742.1899999999999,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,46,371.09499999999997,169,0.35502958579881655,1581.0,4,2,3,9,Potential Loyalists,0
12468,188,2,729.5400000000001,2011-01-27 13:29:00,2011-06-05 11:36:00,Germany,36,364.77000000000004,316,0.189873417721519,831.12,1,2,3,6,At Risk,1
12471,2,30,19824.05,2010-12-10 09:35:00,2011-12-07 15:43:00,Germany,150,660.8016666666666,365,2.4657534246575343,19552.49,5,5,5,15,Champions,0
12472,32,7,6572.11,2010-12-05 14:19:00,2011-11-07 14:01:00,Germany,219,938.8728571428571,369,0.5691056910569106,6411.81,4,5,5,14,Champions,0
12473,29,5,3938.5499999999997,2011-06-01 10:15:00,2011-11-10 13:46:00,Germany,140,787.7099999999999,192,0.78125,7384.78,4,4,5,13,Champions,0
12474,17,18,7375.79,2011-01-14 10:06:00,2011-11-22 14:39:00,Germany,253,409.7661111111111,330,1.6363636363636365,8046.32,4,5,5,14,Champions,0
12475,54,1,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,Germany,36,723.38,54,0.5555555555555556,4822.53,3,1,3,7,Potential Loyalists,0
12476,16,11,6816.42,2010-12-13 14:39:00,2011-11-24 12:40:00,Germany,177,619.6745454545454,361,0.9141274238227147,6797.54,4,5,5,14,Champions,0
12477,23,6,13219.74,2011-02-11 12:45:00,2011-11-17 09:51:00,Germany,191,2203.29,302,0.5960264900662252,15758.63,4,4,5,13,Champions,0
12478,4,1,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,36,680.99,4,1.0,8171.88,5,1,3,9,Potential Loyalists,0
12479,11,1,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,31,527.2,11,1.0,6326.4,5,1,3,9,Potential Loyalists,0
12480,28,4,3281.63,2011-01-07 15:27:00,2011-11-11 14:52:00,Germany,129,820.4075,336,0.35714285714285715,3516.03,4,4,5,13,Champions,0
12481,23,10,5596.32,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,150,559.632,366,0.819672131147541,5504.58,4,5,5,14,Champions,0
12483,17,8,2484.98,2011-01-04 14:20:00,2011-11-22 17:02:00,Sweden,46,310.6225,339,0.7079646017699115,2638.92,4,5,5,14,Champions,0
12484,33,6,4541.72,2011-01-07 14:04:00,2011-11-07 11:37:00,Spain,256,756.9533333333334,336,0.5357142857142857,4866.13,4,4,5,13,Champions,0
12488,10,3,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,France,46,432.8866666666667,76,1.1842105263157896,6151.55,5,3,4,12,Loyal Customers,0
12489,336,1,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,France,15,334.93,336,0.08928571428571429,358.85,1,1,2,4,Lost,1
12490,5,10,5417.93,2011-01-14 09:13:00,2011-12-04 16:07:00,France,131,541.793,330,0.9090909090909091,5910.47,5,5,5,15,Champions,0
12491,39,1,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,France,25,460.40000000000003,39,0.7692307692307692,4249.85,3,1,2,6,At Risk,0
12492,63,2,263.21000000000004,2011-08-26 14:51:00,2011-10-07 15:15:00,Germany,19,131.60500000000002,105,0.5714285714285714,902.43,3,2,2,7,Potential Loyalists,0
12493,166,2,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,France,20,216.87,197,0.30456852791878175,792.62,2,2,2,6,At Risk,1
12494,16,7,1246.1000000000001,2010-12-09 11:31:00,2011-11-24 09:34:00,France,63,178.01428571428573,366,0.5737704918032788,1225.67,4,5,4,13,Champions,0
12497,82,1,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,Germany,14,1043.1,82,0.36585365853658536,4579.46,2,1,4,7,Potential Loyalists,0
12498,21,3,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,21,134.5666666666667,58,1.5517241379310345,2505.72,4,3,2,9,Potential Loyalists,0
12500,23,11,4257.82,2011-01-10 09:48:00,2011-11-16 16:20:00,Germany,34,387.07454545454544,334,0.9880239520958084,4589.27,4,5,5,14,Champions,0
12501,337,1,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,149,2169.39,337,0.08902077151335312,2317.45,1,1,5,7,Potential Loyalists,1
12502,96,5,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,102,744.774,310,0.48387096774193544,4324.49,2,4,5,11,Loyal Customers,1
12504,18,2,482.04999999999995,2011-11-09 14:56:00,2011-11-21 16:02:00,Germany,6,241.02499999999998,30,2.0,5784.6,4,2,2,8,Potential Loyalists,0
12506,233,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,France,23,73.5,233,0.12875536480686695,113.56,1,1,1,3,Lost,1
12507,134,3,1304.81,2011-02-14 09:24:00,2011-07-28 17:09:00,Spain,19,434.93666666666667,299,0.3010033444816054,1571.01,2,3,4,9,Potential Loyalists,1
12508,26,2,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,France,57,199.135,29,2.0,4779.24,4,2,2,8,Potential Loyalists,0
12509,284,1,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,France,7,176.5,284,0.1056338028169014,223.73,1,1,1,3,Lost,1
12510,143,2,982.5699999999999,2011-01-18 14:04:00,2011-07-20 10:15:00,Spain,29,491.28499999999997,325,0.1846153846153846,1088.39,2,2,4,8,Potential Loyalists,1
12512,66,2,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel,31,69.015,66,0.9090909090909091,752.89,3,2,1,6,At Risk,0
12513,113,1,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,France,35,612.29,113,0.26548672566371684,1950.66,2,1,3,6,At Risk,1
12514,267,1,1017.68,2011-03-17 16:38:00,2011-03-17 16:38:00,Italy,51,1017.68,267,0.11235955056179775,1372.15,1,1,4,6,At Risk,1
12515,353,1,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,16,383.7,353,0.08498583569405098,391.31,1,1,2,4,Lost,1
12516,78,2,1312.06,2011-06-12 11:37:00,2011-09-23 09:13:00,Germany,20,656.03,181,0.3314917127071823,2609.62,2,2,4,8,Potential Loyalists,0
12517,28,5,2502.84,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,232,500.56800000000004,190,0.7894736842105263,4742.22,4,4,5,13,Champions,0
12518,1,5,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,84,411.378,110,1.3636363636363638,6731.64,5,4,4,13,Champions,0
12519,64,1,340.84,2011-10-07 09:26:00,2011-10-07 09:26:00,Germany,17,340.84,64,0.46875,1917.22,3,1,2,6,At Risk,0
12520,79,5,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany,121,526.8520000000001,274,0.5474452554744526,3461.07,2,4,5,11,Loyal Customers,0
12521,143,1,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany,38,599.68,143,0.2097902097902098,1509.68,2,1,3,6,At Risk,1
12522,39,2,192.72,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany,11,96.36,51,1.1764705882352942,1360.38,3,2,1,6,At Risk,0
12523,19,11,1789.77,2011-01-12 09:43:00,2011-11-20 12:55:00,France,84,162.70636363636365,332,0.9939759036144579,1940.71,4,5,4,13,Champions,0
12524,9,8,4485.72,2011-01-10 10:35:00,2011-11-30 15:31:00,Germany,113,560.715,334,0.718562874251497,4834.91,5,5,5,15,Champions,0
12526,1,3,1316.66,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany,64,438.8866666666667,94,0.9574468085106383,5042.53,5,3,4,12,Loyal Customers,0
12527,82,3,348.71000000000004,2011-01-18 12:05:00,2011-09-19 11:55:00,Germany,18,116.23666666666668,326,0.2760736196319018,385.08,2,3,2,7,Potential Loyalists,0
12528,9,6,1933.48,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany,50,322.24666666666667,313,0.5750798722044729,2223.81,5,5,4,14,Champions,0
12530,60,4,1662.28,2011-01-07 10:04:00,2011-10-11 12:34:00,Germany,51,415.57,337,0.3560830860534125,1775.73,3,4,4,11,Loyal Customers,0
12531,15,1,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,Germany,17,125.22,15,1.0,1502.64,4,1,1,6,At Risk,0
12532,30,1,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,France,16,349.83000000000004,30,1.0,4197.96,4,1,2,7,Potential Loyalists,0
12534,131,1,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,Germany,63,1089.18,131,0.22900763358778628,2993.17,2,1,4,7,Potential Loyalists,1
12535,92,2,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,France,28,358.175,187,0.32085561497326204,1379.07,2,2,3,7,Potential Loyalists,1
12536,43,3,12601.830000000002,2011-10-11 14:52:00,2011-10-27 14:20:00,France,260,4200.610000000001,59,1.5254237288135595,76892.52,3,3,5,11,Loyal Customers,0
12538,29,1,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,Spain,21,363.95,29,1.0,4367.4,4,1,2,7,Potential Loyalists,0
12539,22,4,5568.35,2011-01-10 09:11:00,2011-11-17 13:30:00,Spain,157,1392.0875,334,0.3592814371257485,6001.81,4,4,5,13,Champions,0
12540,20,17,13400.24,2010-12-13 09:39:00,2011-11-20 11:31:00,Spain,277,788.2494117647059,362,1.408839779005525,13326.21,4,5,5,14,Champions,0
12541,30,3,981.18,2011-03-04 09:32:00,2011-11-10 10:40:00,Spain,46,327.06,281,0.32028469750889677,1257.03,4,3,4,11,Loyal Customers,0
12544,36,1,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,Spain,19,372.7,36,0.8333333333333334,3727.0,3,1,2,6,At Risk,0
12545,75,2,1000.39,2011-03-25 12:04:00,2011-09-25 13:39:00,Spain,42,500.195,260,0.23076923076923078,1385.16,2,2,4,8,Potential Loyalists,0
12546,47,2,1161.5,2011-09-23 09:44:00,2011-10-24 12:09:00,Spain,59,580.75,78,0.7692307692307692,5360.77,3,2,4,9,Potential Loyalists,0
12547,198,2,207.79999999999998,2011-03-04 12:46:00,2011-05-26 12:38:00,Spain,7,103.89999999999999,281,0.21352313167259784,266.22,1,2,1,4,Lost,1
12548,166,1,95.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,Spain,5,95.19999999999999,166,0.18072289156626506,206.46,2,1,1,4,Lost,1
12550,79,1,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,Spain,57,964.83,79,0.379746835443038,4396.69,2,1,4,7,Potential Loyalists,0
12551,358,1,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,Spain,10,168.0,358,0.08379888268156424,168.94,1,1,1,3,Lost,1
12552,39,2,437.82,2011-10-31 12:11:00,2011-11-01 10:02:00,Italy,20,218.91,40,1.5,3940.38,3,2,2,7,Potential Loyalists,0
12553,8,10,3692.28,2011-01-14 10:42:00,2011-12-01 16:38:00,France,95,369.228,330,0.9090909090909091,4027.94,5,5,5,15,Champions,0
12556,50,2,603.71,2011-07-11 13:35:00,2011-10-20 13:06:00,Spain,100,301.855,151,0.3973509933774835,1439.31,3,2,3,8,Potential Loyalists,0
12557,16,5,11990.960000000001,2010-12-03 12:20:00,2011-11-23 16:59:00,Spain,15,2398.192,372,0.4032258064516129,11604.15,4,4,5,13,Champions,0
12558,8,1,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,USA,11,269.96,8,1.0,3239.52,5,1,2,8,Potential Loyalists,0
12559,311,2,561.71,2011-01-24 10:12:00,2011-02-02 09:49:00,Germany,21,280.855,320,0.1875,631.92,1,2,3,6,At Risk,1
